date,opponent,game_type,time,period,etype,team,player,result,points,type,x,y
20081114,DET,home,05:33,1,turnover,DET,,,0,,NA,NA
20081114,DET,home,05:22,1,shot,LAL,Kobe Bryant,made,2,driving slam dunk,25,6
20081114,DET,home,04:58,1,shot,DET,Kwame Brown,missed,0,jump hook,31,10
20081114,DET,home,04:56,1,rebound,LAL,Pau Gasol,,0,def,NA,NA
20081114,DET,home,04:38,1,shot,LAL,Kobe Bryant,missed,0,jump,8,10
20081114,DET,home,04:36,1,rebound,LAL,Andrew Bynum,,0,off,NA,NA
20081114,DET,home,04:30,1,foul,DET,Rasheed Wallace,,0,shooting,NA,NA
20081114,DET,home,04:30,1,free throw,LAL,Pau Gasol,made,1,,NA,NA
20081114,DET,home,04:30,1,free throw,LAL,Pau Gasol,missed,0,,NA,NA
20081114,DET,home,04:28,1,rebound,DET,Kwame Brown,,0,def,NA,NA
20081114,DET,home,04:20,1,foul,DET,Richard Hamilton,,0,offensive,NA,NA
20081114,DET,home,04:20,1,turnover,DET,Richard Hamilton,,0,,NA,NA
20081114,DET,home,04:20,1,sub,DET,,,0,,NA,NA
20081114,DET,home,04:12,1,shot,LAL,Kobe Bryant,made,2,alley oop dunk,25,6
20081114,DET,home,04:02,1,timeout,DET,,,0,regular,NA,NA
20081114,DET,home,03:57,1,foul,LAL,Pau Gasol,,0,personal,NA,NA
20081114,DET,home,03:48,1,turnover,DET,Tayshaun Prince,,0,,NA,NA
20081114,DET,home,03:40,1,turnover,LAL,Vladimir Radmanovic,,0,,NA,NA
20081114,DET,home,03:18,1,shot,DET,Rasheed Wallace,made,2,jump,24,13
20081114,DET,home,03:02,1,shot,LAL,Vladimir Radmanovic,missed,0,jump,7,16
20081114,DET,home,03:01,1,rebound,DET,Allen Iverson,,0,def,NA,NA
20081114,DET,home,02:44,1,shot,DET,Rasheed Wallace,made,3,3pt,44,22
20081114,DET,home,02:34,1,foul,DET,Allen Iverson,,0,personal,NA,NA
20081114,DET,home,02:34,1,sub,DET,,,0,,NA,NA
20081114,DET,home,02:34,1,sub,LAL,,,0,,NA,NA
20081114,DET,home,02:34,1,sub,LAL,,,0,,NA,NA
20081114,DET,home,02:34,1,sub,LAL,,,0,,NA,NA
20081114,DET,home,02:18,1,shot,LAL,Kobe Bryant,missed,0,jump,19,18
20081114,DET,home,02:17,1,rebound,DET,Rasheed Wallace,,0,def,NA,NA
20081114,DET,home,02:11,1,foul,LAL,Trevor Ariza,,0,personal,NA,NA
20081114,DET,home,02:01,1,shot,DET,Rasheed Wallace,missed,0,3pt,26,32
20081114,DET,home,02:00,1,rebound,LAL,Kobe Bryant,,0,def,NA,NA
20081114,DET,home,01:45,1,shot,LAL,Lamar Odom,made,2,jump,12,22
20081114,DET,home,01:22,1,shot,DET,Kwame Brown,made,2,layup,25,6
20081114,DET,home,00:54,1,shot,LAL,Trevor Ariza,missed,0,3pt,2,6
20081114,DET,home,00:54,1,rebound,LAL,,,0,,NA,NA
20081114,DET,home,00:54,1,turnover,LAL,,,0,,NA,NA
20081114,DET,home,00:41,1,shot,DET,Allen Iverson,made,2,jump,8,4
20081114,DET,home,00:30,1,foul,DET,Kwame Brown,,0,shooting,NA,NA
20081114,DET,home,00:30,1,free throw,LAL,Lamar Odom,missed,0,,NA,NA
20081114,DET,home,00:30,1,rebound,LAL,,,0,,NA,NA
20081114,DET,home,00:30,1,sub,DET,,,0,,NA,NA
20081114,DET,home,00:30,1,sub,LAL,,,0,,NA,NA
20081114,DET,home,00:30,1,free throw,LAL,Lamar Odom,missed,0,,NA,NA
20081114,DET,home,00:29,1,rebound,DET,Allen Iverson,,0,def,NA,NA
20081114,DET,home,00:10,1,shot,DET,Allen Iverson,missed,0,layup,25,6
20081114,DET,home,00:08,1,rebound,LAL,Sasha Vujacic,,0,def,NA,NA
20081114,DET,home,00:03,1,turnover,LAL,Kobe Bryant,,0,,NA,NA
20081114,DET,home,00:00,1,shot,DET,Allen Iverson,made,2,running jump,33,18
20081114,DET,home,11:46,2,foul,DET,Walter Herrmann,,0,personal,NA,NA
20081114,DET,home,11:33,2,shot,LAL,Trevor Ariza,missed,0,3pt,38,29
20081114,DET,home,11:33,2,rebound,DET,,,0,,NA,NA
20081114,DET,home,11:19,2,shot,DET,Rodney Stuckey,made,2,driving layup,25,6
20081114,DET,home,11:07,2,shot,LAL,Sasha Vujacic,missed,0,jump,23,26
20081114,DET,home,11:06,2,rebound,DET,Rasheed Wallace,,0,def,NA,NA
20081114,DET,home,10:59,2,shot,DET,Rodney Stuckey,missed,0,layup,25,6
20081114,DET,home,10:58,2,rebound,LAL,Lamar Odom,,0,def,NA,NA
20081114,DET,home,10:57,2,foul,LAL,Jordan Farmar,,0,offensive,NA,NA
20081114,DET,home,10:57,2,turnover,LAL,Jordan Farmar,,0,,NA,NA
20081114,DET,home,10:45,2,shot,DET,Rasheed Wallace,made,3,3pt,24,32
20081114,DET,home,10:32,2,shot,LAL,Jordan Farmar,made,2,driving reverse layup,25,6
20081114,DET,home,10:22,2,shot,DET,Rodney Stuckey,missed,0,layup,25,6
20081114,DET,home,10:20,2,rebound,LAL,Pau Gasol,,0,def,NA,NA
20081114,DET,home,10:17,2,shot,LAL,Trevor Ariza,made,2,alley oop dunk,25,6
20081114,DET,home,09:55,2,shot,DET,Allen Iverson,made,2,jump,13,21
20081114,DET,home,09:45,2,shot,LAL,Jordan Farmar,missed,0,jump,20,14
20081114,DET,home,09:44,2,rebound,DET,Rasheed Wallace,,0,def,NA,NA
20081114,DET,home,09:32,2,shot,DET,Rasheed Wallace,made,3,3pt,20,31
20081114,DET,home,09:18,2,shot,LAL,Pau Gasol,made,2,jump hook,19,7
20081114,DET,home,08:55,2,shot,DET,Rodney Stuckey,missed,0,3pt,48,7
20081114,DET,home,08:54,2,rebound,DET,Walter Herrmann,,0,off,NA,NA
20081114,DET,home,08:51,2,turnover,DET,Walter Herrmann,,0,,NA,NA
20081114,DET,home,08:51,2,foul,DET,Rodney Stuckey,,0,personal,NA,NA
20081114,DET,home,08:51,2,timeout,OFF,,,0,official,NA,NA
20081114,DET,home,08:51,2,sub,DET,,,0,,NA,NA
20081114,DET,home,08:51,2,sub,DET,,,0,,NA,NA
20081114,DET,home,08:51,2,sub,DET,,,0,,NA,NA
20081114,DET,home,08:42,2,shot,LAL,Trevor Ariza,made,2,running jump,25,21
20081114,DET,home,08:17,2,shot,DET,Tayshaun Prince,made,3,3pt,24,31
20081114,DET,home,08:02,2,shot,LAL,Jordan Farmar,missed,0,3pt,37,29
20081114,DET,home,08:00,2,rebound,DET,Arron Afflalo,,0,def,NA,NA
20081114,DET,home,07:57,2,turnover,DET,Arron Afflalo,,0,,NA,NA
20081114,DET,home,07:39,2,shot,LAL,Sasha Vujacic,made,3,3pt,13,29
20081114,DET,home,07:23,2,shot,DET,Rodney Stuckey,made,2,driving layup,25,6
20081114,DET,home,07:23,2,foul,LAL,Jordan Farmar,,0,shooting,NA,NA
20081114,DET,home,07:23,2,sub,LAL,,,0,,NA,NA
20081114,DET,home,07:23,2,sub,LAL,,,0,,NA,NA
20081114,DET,home,07:23,2,free throw,DET,Rodney Stuckey,made,1,,NA,NA
20081114,DET,home,07:07,2,shot,LAL,Pau Gasol,made,2,driving layup,25,6
20081114,DET,home,07:07,2,foul,DET,Jason Maxiell,,0,shooting,NA,NA
20081114,DET,home,07:07,2,free throw,LAL,Pau Gasol,made,1,,NA,NA
20081114,DET,home,06:56,2,shot,DET,Arron Afflalo,made,2,jump,9,21
20081114,DET,home,06:48,2,shot,LAL,Lamar Odom,made,2,layup,25,6
20081114,DET,home,06:29,2,shot,DET,Tayshaun Prince,made,2,pullup jump,38,17
20081114,DET,home,06:17,2,shot,LAL,Lamar Odom,made,2,layup,25,6
20081114,DET,home,06:05,2,foul,LAL,Trevor Ariza,,0,personal,NA,NA
20081114,DET,home,05:58,2,shot,DET,Rodney Stuckey,missed,0,jump,34,21
20081114,DET,home,05:56,2,shot,DET,Jason Maxiell,made,2,putback slam dunk,25,6
20081114,DET,home,05:56,2,rebound,DET,Jason Maxiell,,0,off,NA,NA
20081114,DET,home,05:47,2,turnover,LAL,Pau Gasol,,0,,NA,NA
20081114,DET,home,05:46,2,timeout,DET,,,0,short,NA,NA
20081114,DET,home,05:46,2,timeout,LAL,,,0,regular,NA,NA
20081114,DET,home,05:31,2,turnover,DET,Jason Maxiell,,0,,NA,NA
20081114,DET,home,05:14,2,shot,LAL,Derek Fisher,missed,0,jump,17,13
20081114,DET,home,05:14,2,rebound,LAL,,,0,,NA,NA
20081114,DET,home,05:05,2,shot,LAL,Kobe Bryant,made,2,turnaround jump,30,15
20081114,DET,home,04:41,2,foul,DET,Rodney Stuckey,,0,offensive,NA,NA
20081114,DET,home,04:41,2,turnover,DET,Rodney Stuckey,,0,,NA,NA
20081114,DET,home,04:41,2,sub,DET,,,0,,NA,NA
20081114,DET,home,04:41,2,sub,DET,,,0,,NA,NA
20081114,DET,home,04:23,2,shot,LAL,Kobe Bryant,missed,0,jump,35,18
20081114,DET,home,04:21,2,rebound,LAL,Trevor Ariza,,0,off,NA,NA
20081114,DET,home,04:17,2,shot,LAL,Pau Gasol,missed,0,layup,25,6
20081114,DET,home,04:16,2,rebound,LAL,Trevor Ariza,,0,off,NA,NA
20081114,DET,home,04:16,2,shot,LAL,Trevor Ariza,made,2,putback dunk,25,6
20081114,DET,home,04:10,2,foul,LAL,Lamar Odom,,0,personal,NA,NA
20081114,DET,home,03:58,2,shot,DET,Jason Maxiell,made,2,slam dunk,25,6
20081114,DET,home,03:45,2,foul,DET,Jason Maxiell,,0,personal,NA,NA
20081114,DET,home,03:45,2,sub,LAL,,,0,,NA,NA
20081114,DET,home,03:31,2,shot,LAL,Kobe Bryant,missed,0,running jump,33,10
20081114,DET,home,03:29,2,rebound,DET,Tayshaun Prince,,0,def,NA,NA
20081114,DET,home,03:29,2,foul,LAL,Kobe Bryant,,0,personal,NA,NA
20081114,DET,home,03:13,2,foul,LAL,Derek Fisher,,0,personal,NA,NA
20081114,DET,home,03:13,2,free throw,DET,Allen Iverson,made,1,,NA,NA
20081114,DET,home,03:13,2,free throw,DET,Allen Iverson,made,1,,NA,NA
20081114,DET,home,03:02,2,shot,LAL,Kobe Bryant,missed,0,jump,31,21
20081114,DET,home,03:01,2,rebound,DET,Rasheed Wallace,,0,def,NA,NA
20081114,DET,home,02:49,2,shot,DET,Allen Iverson,missed,0,jump,41,9
20081114,DET,home,02:47,2,rebound,LAL,Kobe Bryant,,0,def,NA,NA
20081114,DET,home,02:37,2,turnover,LAL,Trevor Ariza,,0,,NA,NA
20081114,DET,home,02:30,2,shot,DET,Richard Hamilton,missed,0,jump,26,16
20081114,DET,home,02:28,2,rebound,LAL,Trevor Ariza,,0,def,NA,NA
20081114,DET,home,02:22,2,foul,DET,Jason Maxiell,,0,shooting,NA,NA
20081114,DET,home,02:22,2,timeout,DET,,,0,regular,NA,NA
20081114,DET,home,02:22,2,sub,DET,,,0,,NA,NA
20081114,DET,home,02:22,2,free throw,LAL,Kobe Bryant,made,1,,NA,NA
20081114,DET,home,02:22,2,free throw,LAL,Kobe Bryant,made,1,,NA,NA
20081114,DET,home,02:02,2,shot,DET,Tayshaun Prince,made,2,jump,28,28
20081114,DET,home,01:43,2,shot,LAL,Kobe Bryant,missed,0,jump,34,18
20081114,DET,home,01:42,2,rebound,DET,Kwame Brown,,0,def,NA,NA
20081114,DET,home,01:32,2,shot,DET,Tayshaun Prince,missed,0,3pt,8,24
20081114,DET,home,01:31,2,rebound,DET,Allen Iverson,,0,off,NA,NA
20081114,DET,home,01:23,2,shot,DET,Rasheed Wallace,missed,0,3pt,28,33
20081114,DET,home,01:22,2,rebound,LAL,Derek Fisher,,0,def,NA,NA
20081114,DET,home,01:13,2,shot,LAL,Derek Fisher,missed,0,driving layup,25,6
20081114,DET,home,01:11,2,shot,LAL,Derek Fisher,missed,0,layup,25,6
20081114,DET,home,01:11,2,rebound,LAL,Derek Fisher,,0,off,NA,NA
20081114,DET,home,01:08,2,shot,LAL,Pau Gasol,made,2,tip,25,6
20081114,DET,home,01:08,2,rebound,LAL,Pau Gasol,,0,off,NA,NA
20081114,DET,home,00:49,2,foul,DET,Richard Hamilton,,0,offensive,NA,NA
20081114,DET,home,00:49,2,turnover,DET,Richard Hamilton,,0,,NA,NA
20081114,DET,home,00:49,2,sub,DET,,,0,,NA,NA
20081114,DET,home,00:26,2,turnover,LAL,Kobe Bryant,,0,,NA,NA
20081114,DET,home,00:20,2,shot,DET,Tayshaun Prince,missed,0,jump,30,13
20081114,DET,home,00:19,2,shot,DET,Tayshaun Prince,missed,0,layup,25,6
20081114,DET,home,00:19,2,rebound,DET,Tayshaun Prince,,0,off,NA,NA
20081114,DET,home,00:19,2,shot,DET,Tayshaun Prince,made,2,tip,25,6
20081114,DET,home,00:19,2,rebound,DET,Tayshaun Prince,,0,off,NA,NA
20081114,DET,home,00:01,2,shot,LAL,Kobe Bryant,made,2,pullup bank,15,8
20081114,DET,home,11:37,3,shot,LAL,Kobe Bryant,missed,0,jump,16,13
20081114,DET,home,11:35,3,shot,LAL,Andrew Bynum,made,2,layup,25,6
20081114,DET,home,11:35,3,rebound,LAL,Andrew Bynum,,0,off,NA,NA
20081114,DET,home,11:15,3,shot,DET,Rasheed Wallace,missed,0,layup,25,6
20081114,DET,home,11:12,3,rebound,LAL,Kobe Bryant,,0,def,NA,NA
20081114,DET,home,11:07,3,shot,LAL,Kobe Bryant,missed,0,jump,19,23
20081114,DET,home,11:06,3,rebound,DET,Rasheed Wallace,,0,def,NA,NA
20081114,DET,home,10:48,3,shot,DET,Kwame Brown,made,2,slam dunk,25,6
20081114,DET,home,10:32,3,shot,LAL,Vladimir Radmanovic,missed,0,3pt,9,26
20081114,DET,home,10:31,3,rebound,DET,Kwame Brown,,0,def,NA,NA
20081114,DET,home,10:22,3,shot,DET,Richard Hamilton,made,2,jump,42,6
20081114,DET,home,10:05,3,shot,LAL,Derek Fisher,made,2,jump,45,7
20081114,DET,home,09:44,3,shot,DET,Richard Hamilton,missed,0,jump,40,7
20081114,DET,home,09:41,3,rebound,LAL,Vladimir Radmanovic,,0,def,NA,NA
20081114,DET,home,09:37,3,shot,LAL,Kobe Bryant,made,2,jump,15,18
20081114,DET,home,09:23,3,foul,DET,Kwame Brown,,0,offensive,NA,NA
20081114,DET,home,09:23,3,turnover,DET,Kwame Brown,,0,,NA,NA
20081114,DET,home,09:01,3,shot,LAL,Kobe Bryant,missed,0,finger roll layup,25,10
20081114,DET,home,09:00,3,rebound,DET,Rasheed Wallace,,0,def,NA,NA
20081114,DET,home,08:44,3,shot,DET,Allen Iverson,made,2,jump,12,18
20081114,DET,home,08:27,3,shot,LAL,Derek Fisher,made,2,jump,15,21
20081114,DET,home,08:08,3,shot,DET,Allen Iverson,missed,0,3pt,26,31
20081114,DET,home,08:07,3,rebound,LAL,Vladimir Radmanovic,,0,def,NA,NA
20081114,DET,home,07:59,3,shot,LAL,Kobe Bryant,made,2,driving slam dunk,25,6
20081114,DET,home,07:36,3,shot,DET,Kwame Brown,made,2,driving layup,25,6
20081114,DET,home,07:36,3,foul,LAL,Andrew Bynum,,0,shooting,NA,NA
20081114,DET,home,07:36,3,free throw,DET,Kwame Brown,missed,0,,NA,NA
20081114,DET,home,07:34,3,rebound,LAL,Pau Gasol,,0,def,NA,NA
20081114,DET,home,07:21,3,shot,LAL,Vladimir Radmanovic,made,2,hook,32,9
20081114,DET,home,06:55,3,foul,LAL,Vladimir Radmanovic,,0,personal,NA,NA
20081114,DET,home,06:46,3,shot,DET,Tayshaun Prince,made,2,reverse dunk,25,6
20081114,DET,home,06:37,3,shot,LAL,Vladimir Radmanovic,missed,0,jump,11,23
20081114,DET,home,06:35,3,rebound,DET,Kwame Brown,,0,def,NA,NA
20081114,DET,home,06:27,3,shot,DET,Richard Hamilton,missed,0,jump,34,20
20081114,DET,home,06:25,3,rebound,DET,Rasheed Wallace,,0,off,NA,NA
20081114,DET,home,06:20,3,foul,LAL,Vladimir Radmanovic,,0,shooting,NA,NA
20081114,DET,home,06:20,3,free throw,DET,Tayshaun Prince,made,1,,NA,NA
20081114,DET,home,06:20,3,sub,LAL,,,0,,NA,NA
20081114,DET,home,06:20,3,free throw,DET,Tayshaun Prince,made,1,,NA,NA
20081114,DET,home,06:00,3,foul,DET,Kwame Brown,,0,personal,NA,NA
20081114,DET,home,05:47,3,shot,LAL,Kobe Bryant,missed,0,3pt,17,30
20081114,DET,home,05:46,3,rebound,DET,Allen Iverson,,0,def,NA,NA
20081114,DET,home,05:43,3,foul,LAL,Trevor Ariza,,0,shooting,NA,NA
20081114,DET,home,05:43,3,timeout,LAL,,,0,regular,NA,NA
20081114,DET,home,05:43,3,free throw,DET,Allen Iverson,made,1,,NA,NA
20081114,DET,home,05:43,3,free throw,DET,Allen Iverson,made,1,,NA,NA
20081114,DET,home,05:21,3,shot,LAL,Derek Fisher,made,2,jump,11,10
20081114,DET,home,04:59,3,shot,DET,Richard Hamilton,missed,0,layup,25,6
20081114,DET,home,04:59,3,rebound,DET,,,0,,NA,NA
20081114,DET,home,04:53,3,shot,DET,Rasheed Wallace,made,3,3pt,33,33
20081114,DET,home,04:31,3,shot,LAL,Pau Gasol,missed,0,jump,25,22
20081114,DET,home,04:29,3,rebound,DET,Richard Hamilton,,0,def,NA,NA
20081114,DET,home,04:15,3,turnover,DET,Rasheed Wallace,,0,,NA,NA
20081114,DET,home,03:54,3,shot,LAL,Trevor Ariza,missed,0,layup,25,6
20081114,DET,home,03:53,3,rebound,DET,Rasheed Wallace,,0,def,NA,NA
20081114,DET,home,03:44,3,shot,DET,Tayshaun Prince,missed,0,jump,6,10
20081114,DET,home,03:43,3,rebound,LAL,Kobe Bryant,,0,def,NA,NA
20081114,DET,home,03:22,3,shot,LAL,Trevor Ariza,made,2,driving layup,25,6
20081114,DET,home,03:03,3,shot,DET,Allen Iverson,missed,0,driving reverse layup,25,6
20081114,DET,home,03:01,3,rebound,LAL,Derek Fisher,,0,def,NA,NA
20081114,DET,home,02:53,3,shot,LAL,Derek Fisher,missed,0,jump,17,23
20081114,DET,home,02:52,3,rebound,DET,Kwame Brown,,0,def,NA,NA
20081114,DET,home,02:34,3,shot,DET,Rasheed Wallace,missed,0,3pt,41,29
20081114,DET,home,02:33,3,rebound,LAL,Trevor Ariza,,0,def,NA,NA
20081114,DET,home,02:21,3,turnover,LAL,Kobe Bryant,,0,,NA,NA
20081114,DET,home,02:09,3,shot,DET,Richard Hamilton,made,2,running jump,19,12
20081114,DET,home,01:54,3,shot,LAL,Pau Gasol,missed,0,jump,26,11
20081114,DET,home,01:51,3,rebound,DET,Kwame Brown,,0,def,NA,NA
20081114,DET,home,01:49,3,timeout,DET,,,0,regular,NA,NA
20081114,DET,home,01:49,3,sub,DET,,,0,,NA,NA
20081114,DET,home,01:49,3,sub,DET,,,0,,NA,NA
20081114,DET,home,01:49,3,sub,LAL,,,0,,NA,NA
20081114,DET,home,01:49,3,sub,LAL,,,0,,NA,NA
20081114,DET,home,01:38,3,turnover,DET,Richard Hamilton,,0,,NA,NA
20081114,DET,home,01:34,3,shot,LAL,Lamar Odom,made,2,driving layup,25,6
20081114,DET,home,01:09,3,foul,DET,Allen Iverson,,0,offensive,NA,NA
20081114,DET,home,01:09,3,turnover,DET,Allen Iverson,,0,,NA,NA
20081114,DET,home,01:09,3,sub,LAL,,,0,,NA,NA
20081114,DET,home,00:58,3,turnover,LAL,Lamar Odom,,0,,NA,NA
20081114,DET,home,00:52,3,shot,DET,Richard Hamilton,made,2,reverse layup,25,6
20081114,DET,home,00:32,3,foul,LAL,Pau Gasol,,0,offensive,NA,NA
20081114,DET,home,00:32,3,turnover,LAL,Pau Gasol,,0,,NA,NA
20081114,DET,home,00:18,3,shot,DET,Arron Afflalo,made,3,3pt,2,8
20081114,DET,home,00:01,3,shot,LAL,Sasha Vujacic,missed,0,3pt,9,26
20081114,DET,home,00:00,3,rebound,DET,,,0,,NA,NA
20081114,DET,home,11:43,4,foul,LAL,Lamar Odom,,0,shooting,NA,NA
20081114,DET,home,11:43,4,free throw,DET,Kwame Brown,made,1,,NA,NA
20081114,DET,home,11:43,4,free throw,DET,Kwame Brown,made,1,,NA,NA
20081114,DET,home,11:19,4,shot,LAL,Trevor Ariza,missed,0,jump,9,5
20081114,DET,home,11:18,4,rebound,DET,Rodney Stuckey,,0,def,NA,NA
20081114,DET,home,11:13,4,foul,LAL,Sasha Vujacic,,0,personal,NA,NA
20081114,DET,home,10:58,4,shot,DET,Jason Maxiell,missed,0,jump,41,6
20081114,DET,home,10:57,4,rebound,LAL,Andrew Bynum,,0,def,NA,NA
20081114,DET,home,10:37,4,shot,LAL,Jordan Farmar,made,2,fade away jumper,30,22
20081114,DET,home,10:16,4,shot,DET,Jason Maxiell,missed,0,jump,31,22
20081114,DET,home,10:15,4,rebound,LAL,Jordan Farmar,,0,def,NA,NA
20081114,DET,home,10:09,4,shot,LAL,Jordan Farmar,missed,0,3pt,25,32
20081114,DET,home,10:08,4,rebound,DET,Kwame Brown,,0,def,NA,NA
20081114,DET,home,09:49,4,turnover,DET,Rodney Stuckey,,0,,NA,NA
20081114,DET,home,09:45,4,shot,LAL,Jordan Farmar,made,2,driving layup,25,6
20081114,DET,home,09:25,4,foul,LAL,Sasha Vujacic,,0,shooting,NA,NA
20081114,DET,home,09:25,4,sub,DET,,,0,,NA,NA
20081114,DET,home,09:25,4,sub,DET,,,0,,NA,NA
20081114,DET,home,09:25,4,free throw,DET,Richard Hamilton,made,1,,NA,NA
20081114,DET,home,09:25,4,free throw,DET,Richard Hamilton,made,1,,NA,NA
20081114,DET,home,09:15,4,shot,LAL,Jordan Farmar,missed,0,jump,11,8
20081114,DET,home,09:14,4,rebound,DET,Rasheed Wallace,,0,def,NA,NA
20081114,DET,home,09:03,4,timeout,DET,,,0,regular,NA,NA
20081114,DET,home,09:03,4,sub,LAL,,,0,,NA,NA
20081114,DET,home,09:03,4,sub,DET,,,0,,NA,NA
20081114,DET,home,08:56,4,shot,DET,Rasheed Wallace,missed,0,3pt,33,30
20081114,DET,home,08:55,4,rebound,LAL,,,0,,NA,NA
20081114,DET,home,08:43,4,shot,LAL,Kobe Bryant,missed,0,jump,32,23
20081114,DET,home,08:42,4,rebound,DET,,,0,,NA,NA
20081114,DET,home,08:23,4,foul,LAL,Sasha Vujacic,,0,personal,NA,NA
20081114,DET,home,08:15,4,shot,DET,Rasheed Wallace,made,2,jump,17,14
20081114,DET,home,08:07,4,shot,LAL,Lamar Odom,made,2,jump hook,16,12
20081114,DET,home,08:07,4,foul,DET,Tayshaun Prince,,0,shooting,NA,NA
20081114,DET,home,08:07,4,free throw,LAL,Lamar Odom,made,1,,NA,NA
20081114,DET,home,08:03,4,jump ball,OFF,,,0,,NA,NA
20081114,DET,home,07:40,4,shot,DET,Tayshaun Prince,missed,0,jump,18,9
20081114,DET,home,07:38,4,rebound,LAL,Sasha Vujacic,,0,def,NA,NA
20081114,DET,home,07:28,4,foul,DET,Rodney Stuckey,,0,shooting,NA,NA
20081114,DET,home,07:28,4,free throw,LAL,Andrew Bynum,made,1,,NA,NA
20081114,DET,home,07:28,4,free throw,LAL,Andrew Bynum,made,1,,NA,NA
20081114,DET,home,07:14,4,foul,LAL,Jordan Farmar,,0,personal,NA,NA
20081114,DET,home,07:14,4,free throw,DET,Allen Iverson,missed,0,,NA,NA
20081114,DET,home,07:14,4,rebound,DET,,,0,,NA,NA
20081114,DET,home,07:14,4,free throw,DET,Allen Iverson,made,1,,NA,NA
20081114,DET,home,07:00,4,shot,LAL,Andrew Bynum,missed,0,alley oop layup,25,6
20081114,DET,home,06:58,4,rebound,LAL,Andrew Bynum,,0,off,NA,NA
20081114,DET,home,06:56,4,shot,LAL,Andrew Bynum,missed,0,layup,25,6
20081114,DET,home,06:54,4,rebound,DET,Arron Afflalo,,0,def,NA,NA
20081114,DET,home,06:41,4,shot,DET,Tayshaun Prince,made,3,3pt,19,30
20081114,DET,home,06:40,4,timeout,LAL,,,0,regular,NA,NA
20081114,DET,home,06:40,4,sub,LAL,,,0,,NA,NA
20081114,DET,home,06:40,4,sub,LAL,,,0,,NA,NA
20081114,DET,home,06:40,4,sub,LAL,,,0,,NA,NA
20081114,DET,home,06:28,4,shot,LAL,Kobe Bryant,missed,0,3pt,14,29
20081114,DET,home,06:26,4,rebound,DET,,,0,,NA,NA
20081114,DET,home,06:10,4,turnover,DET,Rodney Stuckey,,0,,NA,NA
20081114,DET,home,05:51,4,shot,LAL,Kobe Bryant,missed,0,jump,37,7
20081114,DET,home,05:50,4,rebound,DET,Tayshaun Prince,,0,def,NA,NA
20081114,DET,home,05:30,4,foul,LAL,Derek Fisher,,0,shooting,NA,NA
20081114,DET,home,05:30,4,sub,DET,,,0,,NA,NA
20081114,DET,home,05:30,4,free throw,DET,Rasheed Wallace,made,1,,NA,NA
20081114,DET,home,05:30,4,free throw,DET,Rasheed Wallace,made,1,,NA,NA
20081114,DET,home,05:11,4,shot,LAL,Pau Gasol,missed,0,jump hook,26,13
20081114,DET,home,05:09,4,rebound,DET,Richard Hamilton,,0,def,NA,NA
20081114,DET,home,05:09,4,foul,LAL,Lamar Odom,,0,personal,NA,NA
20081114,DET,home,05:09,4,free throw,DET,Richard Hamilton,made,1,,NA,NA
20081114,DET,home,05:09,4,free throw,DET,Richard Hamilton,made,1,,NA,NA
20081114,DET,home,05:01,4,shot,LAL,Kobe Bryant,made,3,3pt,44,23
20081114,DET,home,04:40,4,shot,DET,Richard Hamilton,missed,0,3pt,48,7
20081114,DET,home,04:38,4,rebound,LAL,Derek Fisher,,0,def,NA,NA
20081114,DET,home,04:31,4,shot,LAL,Derek Fisher,missed,0,3pt,32,31
20081114,DET,home,04:30,4,rebound,DET,Rasheed Wallace,,0,def,NA,NA
20081114,DET,home,04:30,4,foul,LAL,Lamar Odom,,0,personal,NA,NA
20081114,DET,home,04:30,4,free throw,DET,Rasheed Wallace,made,1,,NA,NA
20081114,DET,home,04:30,4,sub,LAL,,,0,,NA,NA
20081114,DET,home,04:30,4,free throw,DET,Rasheed Wallace,made,1,,NA,NA
20081114,DET,home,04:20,4,shot,LAL,Kobe Bryant,made,3,3pt,30,33
20081114,DET,home,04:15,4,foul,DET,Richard Hamilton,,0,offensive,NA,NA
20081114,DET,home,04:15,4,turnover,DET,Richard Hamilton,,0,,NA,NA
20081114,DET,home,04:04,4,shot,LAL,Kobe Bryant,missed,0,3pt,14,30
20081114,DET,home,04:03,4,rebound,DET,Richard Hamilton,,0,def,NA,NA
20081114,DET,home,03:44,4,shot,DET,Richard Hamilton,missed,0,jump,5,7
20081114,DET,home,03:44,4,rebound,DET,,,0,,NA,NA
20081114,DET,home,03:44,4,timeout,DET,,,0,short,NA,NA
20081114,DET,home,03:40,4,shot,DET,Rasheed Wallace,missed,0,jump,10,21
20081114,DET,home,03:39,4,rebound,LAL,Trevor Ariza,,0,def,NA,NA
20081114,DET,home,03:34,4,shot,LAL,Kobe Bryant,made,2,driving layup,25,6
20081114,DET,home,03:34,4,foul,DET,Arron Afflalo,,0,shooting,NA,NA
20081114,DET,home,03:34,4,free throw,LAL,Kobe Bryant,missed,0,,NA,NA
20081114,DET,home,03:32,4,rebound,DET,Rasheed Wallace,,0,def,NA,NA
20081114,DET,home,03:22,4,foul,LAL,Derek Fisher,,0,shooting,NA,NA
20081114,DET,home,03:22,4,free throw,DET,Allen Iverson,made,1,,NA,NA
20081114,DET,home,03:22,4,free throw,DET,Allen Iverson,made,1,,NA,NA
20081114,DET,home,03:11,4,shot,LAL,Derek Fisher,missed,0,3pt,31,31
