leg_black,treat_out,responded,totalpop,medianhhincom,black_medianhh,white_medianhh,blackpercent,statessquireindex,nonblacknonwhite,urbanpercent,leg_senator,leg_democrat,south
0,0,1,2.9974,4.6573,1.8615,2.1392,.025455393,.17,0,.99830794,0,1,0
0,1,0,5.9764,3.9258,1.1083,1.9288,.061424937,.17,0,.9739064,1,1,0
0,1,0,2.9471,5.1552,2.2687,2.4503,.012927963,.17,0,.43464634,0,0,0
0,1,0,5.8913,5.8556,1.3543,2.7318,.0088774972,.17,0,.82133174,1,0,0
0,1,0,2.9544,4.9738,1.4514,2.3584,.008055781,.17,0,.900792,0,0,0
0,0,1,5.918,3.9081,1.1915,1.7886,.0039202431,.17,0,.45138514,1,0,0
0,1,0,2.9693,5.0578,1.6009,2.618,.027649613,.17,0,.99015403,0,0,0
0,0,1,5.9259,4.7905,2.4552,2.0291,.0033581399,.17,0,.48456299,1,1,0
0,1,0,3.0304,4.2246,1.0641,2.6568,.079032473,.17,0,.99489993,0,1,0
0,0,1,5.9156,3.7449,1.1189,1.8687,.0058489419,.17,0,.34138644,1,1,0
0,1,1,2.9309,4.1932,1.9266,1.8859,.003411921,.17,0,.27362937,0,0,0
0,1,1,2.9564,3.8074,1.9619,1.8746,.003179543,.17,0,.17007077,0,0,0
0,1,0,5.9279,4.1658,1.4102,2.0359,.0070176618,.17,0,.57896721,1,0,0
0,1,0,2.9419,4.1502,1.0897,2.0061,.011115266,.17,0,.6033619,0,1,0
0,1,0,5.9549,4.7684,1.3409,2.6772,.058758333,.17,0,.98307031,1,0,0
0,1,0,2.9717,5.0129,1.4886,2.0213,.009893327,.17,0,.54277021,0,1,0
0,1,0,5.9169,4.4939,1.2744,2.0559,.015007859,.17,0,.48432595,1,0,0
0,0,1,2.958,3.6615,1.4571,2.0933,.01494253,.17,0,.88455808,0,1,0
0,0,0,6.0446,3.6037,1.0421,1.9193,.10559838,.17,0,.99658424,1,1,0
0,0,0,2.9271,3.774,.4,1.8465,.0051586889,.17,0,.19755246,0,0,0
0,1,0,5.9036,3.7712,1.0115,1.996,.030201912,.17,0,.54178387,1,1,0
0,1,0,2.9821,2.8804,.962,1.5672,.027631532,.17,0,.9611761,0,1,0
0,1,0,5.8941,3.6482,1.4038,1.8325,.0055309548,.17,0,.30330572,1,1,0
0,1,0,2.9693,4.731,1.6085,2.5919,.024113428,.17,0,.77358186,0,1,0
0,1,0,5.9112,3.7016,1.3365,1.8743,.027473271,.17,0,.54650414,1,1,0
0,0,1,2.9426,5.2638,1.0417,2.5317,.010398967,.17,0,.48517287,0,0,0
0,0,0,5.8743,3.0487,1.2725,1.5829,.0082903486,.17,0,.52163917,1,1,0
0,0,0,2.9639,3.8747,1.1469,1.9481,.00502716,.17,0,.68769801,0,1,0
0,1,0,5.921,3.1346,.8147,1.596,.0030569159,.17,0,.31263003,1,0,0
1,0,1,2.9592,3.4635,1.1969,1.8501,.037307382,.17,0,.8414138,0,1,0
0,0,0,5.8975,4.2213,1.1221,1.989,.0070877494,.17,0,.38814139,1,0,0
0,1,0,2.949,3.4505,1.4781,1.7342,.017327908,.17,0,.16843437,0,0,0
0,0,1,5.9295,3.5847,1.0495,1.7984,.013508728,.17,0,.98771739,1,1,0
0,0,0,2.9241,3.6319,.8838,1.8324,.0027358851,.17,0,.3455568,0,0,0
0,0,1,2.9516,3.4391,.6487000000000001,1.7194,.0049803499,.17,0,.32597005,0,0,0
0,1,0,2.9198,3.9323,.8399,1.8785,.003527639,.17,0,.20480332,0,0,0
0,0,0,2.9792,4.2359,1.1733,2.0223,.012889367,.17,0,.99747497,0,0,0
0,1,1,2.9349,3.447,.3428,1.8035,.0054516341,.17,0,.21890745,0,0,0
0,0,1,2.9426,3.9417,.8521,1.8472,.00210698,.17,0,.21824473,0,0,0
0,0,1,2.9406,3.5969,1.3758,1.7317,.0030606003,.17,0,.43080482,0,0,0
0,1,0,2.9382,3.4696,.4905,1.8171,.0017697909,.17,0,0,0,0,0
0,0,1,2.9535,6.0748,2.1414,3.6047,.019739293,.17,0,1,0,0,0
0,0,0,2.9421,5.4711,1.8825,3.3425,.017946364,.17,0,.9810698,0,0,0
0,1,0,2.9766,5.9537,1.9227,2.9432,.018410267,.17,0,.98812783,0,0,0
0,1,0,2.9907,4.1791,1.0092,2.032,.045006186,.17,0,.94641924,0,1,0
0,1,1,2.9358,6.2446,1.0353,2.9613,.0088221272,.17,0,.65808427,0,0,0
0,1,1,2.9555,5.4939,2.2454,2.5042,.0089324992,.17,0,.97565955,0,0,0
0,1,0,2.9701,4.3345,1.1215,1.9271,.004949328,.17,0,.58782917,0,0,0
0,1,0,2.9479,3.5598,1.4041,1.65,.0028834089,.17,0,.32465169,0,0,0
0,1,1,2.9521,4.5156,1.3478,1.9875,.001930829,.17,0,.17636412,0,0,0
0,1,0,2.9738,5.0669,2.6743,2.0707,.0047750352,.17,0,.809394,0,0,0
0,0,0,2.9764,3.6647,1.1743,1.919,.010180083,.17,0,.67615962,0,1,0
0,0,1,2.9392,3.8515,.9932,1.8193,.0014629829,.17,0,0,0,0,0
0,1,0,2.9589,4.2489,1.1959,1.9442,.0040893578,.17,0,.34778586,0,0,0
0,1,0,2.969,4.076,1.4527,2.1333,.0099360049,.17,0,.80906588,0,1,0
1,1,1,2.9878,4.0965,1.2322,2.4691,.10000669,.17,0,.99746394,0,1,0
0,0,0,2.9671,5.4226,1.9696,2.8619,.017222203,.17,0,.96780503,0,0,0
0,0,0,2.9511,4.5538,3.1744,2.0354,.0049134218,.17,0,.44685686,0,0,0
0,1,0,2.9658,4.4257,1.1152,2.078,.025052261,.17,0,.52347875,0,1,0
0,1,0,3.0078,4.4231,1.3342,2.1285,.089467384,.17,0,.99312121,0,1,0
0,0,1,3.0368,2.9633,.8571,1.6802,.12157533,.17,0,1,0,1,0
0,0,1,2.9303,4.1801,1.1073,1.9522,.0075418893,.17,0,.12720092,0,0,0
0,0,0,2.9733,3.4753,1.0007,2.0392,.052534223,.17,0,.9269281,0,1,0
0,0,1,2.934,3.97,.8745000000000001,1.835,.0060668029,.17,0,.25756797,0,1,0
0,0,1,2.9361,4.0333,.8318,1.9535,.022104152,.17,0,.2913844,0,0,0
0,0,1,2.9751,3.4508,1.6114,1.7947,.032772008,.17,0,.76663667,0,1,0
0,0,1,2.9537,3.1292,1.4115,1.6528,.012966787,.17,0,.8492505,0,1,0
0,1,1,2.9206,2.9697,.8203,1.5146,.0035609121,.17,0,.20951119,0,1,0
0,1,0,2.9661,3.1133,.8496,1.6063,.0050571458,.17,0,.41647545,0,1,0
0,0,0,2.9549,3.1553,.6886,1.5858,.001049105,.17,0,.21457461,0,0,0
0,1,1,2.9497,3.6202,.8719,1.7823,.01064515,.17,0,.3796443,0,0,0
0,0,1,2.9478,4.8972,2.1308,2.1939,.003528055,.17,0,.39758292,0,0,0
0,1,0,2.9554,3.5003,1.2368,1.8466,.013128511,.17,0,.99703604,0,0,0
0,0,0,2.9741,3.6579,.9492,1.751,.013886554,.17,0,.97837567,0,1,0
0,0,0,3.6797,3.2646,.7504,1.7684,.0021740899,.138,0,.26921645,0,0,0
0,0,1,3.6797,3.2646,.7504,1.7684,.0021740899,.138,0,.26921645,0,0,0
0,0,1,3.6797,3.2646,.7504,1.7684,.0021740899,.138,0,.26921645,1,0,0
0,0,0,3.6183,3.0911,1.8109,1.5914,.002017522,.138,0,.16189532,0,1,0
0,0,1,3.6183,3.0911,1.8109,1.5914,.002017522,.138,0,.16189532,1,0,0
0,1,0,3.5918,4.1017,.7512,1.9019,.0023386599,.138,0,.54245543,0,0,0
0,1,0,3.5918,4.1017,.7512,1.9019,.0023386599,.138,0,.54245543,0,0,0
0,1,0,3.5918,4.1017,.7512,1.9019,.0023386599,.138,0,.54245543,1,0,0
0,0,0,3.7031,3.3227,1.6167,1.8122,.003699603,.138,0,.97677821,0,0,0
0,1,0,3.7031,3.3227,1.6167,1.8122,.003699603,.138,0,.97677821,0,1,0
0,0,1,3.7031,3.3227,1.6167,1.8122,.003699603,.138,0,.97677821,1,0,0
0,1,0,3.5488,3.9912,.4979,1.9298,.003212353,.138,0,.63621819,0,0,0
0,1,1,3.5488,3.9912,.4979,1.9298,.003212353,.138,0,.63621819,1,0,0
0,1,0,3.5578,3.2524,1.7937,1.7177,.0077294959,.138,0,.5971961,0,1,0
0,0,0,3.5578,3.2524,1.7937,1.7177,.0077294959,.138,0,.5971961,0,0,0
0,0,0,3.5578,3.2524,1.7937,1.7177,.0077294959,.138,0,.5971961,1,0,0
0,1,1,3.8036,3.6282,1.0441,1.9297,.003733305,.138,0,.82700735,0,1,0
0,0,1,3.8036,3.6282,1.0441,1.9297,.003733305,.138,0,.82700735,1,0,0
0,1,0,3.6492,3.1687,.4988,1.622,.00142497,.138,0,.14192949,0,0,0
0,1,0,3.6492,3.1687,.4988,1.622,.00142497,.138,0,.14192949,1,0,0
0,0,1,3.6032,3.1713,1.0733,1.5929,.002025977,.138,0,.47555095,0,0,0
0,1,1,3.6032,3.1713,1.0733,1.5929,.002025977,.138,0,.47555095,0,0,0
0,0,0,3.6032,3.1713,1.0733,1.5929,.002025977,.138,0,.47555095,1,0,0
0,1,1,3.7636,3.193,1.2793,1.6607,.004649803,.138,0,.80994415,0,0,0
0,0,0,3.7636,3.193,1.2793,1.6607,.004649803,.138,0,.80994415,0,0,0
0,1,1,3.7636,3.193,1.2793,1.6607,.004649803,.138,0,.80994415,1,0,0
0,1,1,3.5836,3.6039,1.2089,1.6089,.0019254379,.138,0,.39304388,0,0,0
0,0,1,3.5836,3.6039,1.2089,1.6089,.0019254379,.138,0,.39304388,0,0,0
0,1,0,3.8835,3.3023,1.8105,1.5259,.0051757442,.138,0,.98436373,0,0,0
0,1,0,3.8835,3.3023,1.8105,1.5259,.0051757442,.138,0,.98436373,0,0,0
0,0,0,3.8835,3.3023,1.8105,1.5259,.0051757442,.138,0,.98436373,1,0,0
0,0,0,3.7058,4.14,1.693,1.8735,.003346106,.138,0,.7028991,0,0,0
0,1,0,3.7058,4.14,1.693,1.8735,.003346106,.138,0,.7028991,0,0,0
0,0,0,3.8766,6.1721,2.1398,2.622,.0057524629,.138,1,.75813121,0,0,0
0,1,0,3.8766,6.1721,2.1398,2.622,.0057524629,.138,0,.75813121,0,0,0
0,0,1,3.8766,6.1721,2.1398,2.622,.0057524629,.138,0,.75813121,1,0,0
0,1,1,3.8062,4.0985,1.9031,2.2705,.007408964,.138,0,1,0,1,0
0,1,0,3.8062,4.0985,1.9031,2.2705,.007408964,.138,0,1,0,1,0
0,1,0,3.8062,4.0985,1.9031,2.2705,.007408964,.138,0,1,1,1,0
0,0,0,3.8209,5.3417,1.0257,2.1031,.0069093676,.138,0,.99182683,0,0,0
0,1,0,3.8209,5.3417,1.0257,2.1031,.0069093676,.138,0,.99182683,0,0,0
0,1,0,3.8209,5.3417,1.0257,2.1031,.0069093676,.138,0,.99182683,1,0,0
0,0,0,3.7603,5.322,.6964,2.0924,.0053453175,.138,0,.72327894,0,0,0
0,1,0,3.7603,5.322,.6964,2.0924,.0053453175,.138,0,.72327894,0,0,0
0,1,0,3.7603,5.322,.6964,2.0924,.0053453175,.138,0,.72327894,1,0,0
0,1,0,3.6952,3.5717,1.6541,1.8328,.028496427,.138,0,.48574886,0,0,0
0,1,1,3.6952,3.5717,1.6541,1.8328,.028496427,.138,0,.48574886,1,0,0
0,0,1,3.7786,3.2799,1.5745,1.6415,.0021965811,.138,0,.3597393,0,0,0
0,0,1,3.7786,3.2799,1.5745,1.6415,.0021965811,.138,0,.3597393,0,0,0
0,1,0,3.8778,3.4514,.8892,1.8414,.0028366602,.138,0,.87991297,0,0,0
0,0,0,3.8778,3.4514,.8892,1.8414,.0028366602,.138,0,.87991297,0,0,0
0,0,0,3.8778,3.4514,.8892,1.8414,.0028366602,.138,0,.87991297,1,0,0
0,1,1,3.9013,4.0467,1.4805,2.5375,.001999334,.138,0,.42345685,0,1,0
0,0,1,3.9013,4.0467,1.4805,2.5375,.001999334,.138,0,.42345685,0,1,0
0,1,0,3.9013,4.0467,1.4805,2.5375,.001999334,.138,0,.42345685,1,1,0
0,1,0,3.9426,3.3102,.4725,1.6485,.0023588489,.138,0,.45760328,0,0,0
0,0,0,3.9426,3.3102,.4725,1.6485,.0023588489,.138,0,.45760328,0,0,0
0,0,1,3.9426,3.3102,.4725,1.6485,.0023588489,.138,0,.45760328,1,0,0
0,0,1,3.7443,3.2758,.0469,1.5555,.0013086558,.138,0,.38321221,0,0,0
0,1,0,3.7443,3.2758,.0469,1.5555,.0013086558,.138,0,.38321221,0,0,0
0,1,0,3.7443,3.2758,.0469,1.5555,.0013086558,.138,0,.38321221,1,0,0
0,0,1,3.8877,3.7167,.4646,1.573,.002520771,.138,0,.47477698,0,0,0
0,0,1,3.8877,3.7167,.4646,1.573,.002520771,.138,0,.47477698,0,0,0
0,1,0,3.8877,3.7167,.4646,1.573,.002520771,.138,0,.47477698,1,0,0
0,1,0,3.8022,4.7601,3.0934,1.9869,.004865604,.138,0,.65303308,0,0,0
0,0,1,3.8022,4.7601,3.0934,1.9869,.004865604,.138,0,.65303308,0,1,0
0,0,1,3.8022,4.7601,3.0934,1.9869,.004865604,.138,0,.65303308,1,1,0
0,0,0,3.9163,3.0093,1.494,1.5586,.010060516,.138,0,.9943912,0,1,0
0,0,0,3.9163,3.0093,1.494,1.5586,.010060516,.138,0,.9943912,0,1,0
0,0,1,3.9163,3.0093,1.494,1.5586,.010060516,.138,0,.9943912,1,1,0
0,1,0,3.8278,3.8142,.9103,1.5729,.0016981032,.138,0,.24135922,0,0,0
0,0,0,3.8278,3.8142,.9103,1.5729,.0016981032,.138,0,.24135922,0,0,0
0,0,1,3.8924,3.2776,.1011,1.1834,.002671873,.138,0,.53859347,0,0,0
0,1,0,3.8924,3.2776,.1011,1.1834,.002671873,.138,0,.53859347,0,0,0
0,1,1,3.8924,3.2776,.1011,1.1834,.002671873,.138,0,.53859347,1,0,0
0,1,1,3.6579,3.4156,1.1042,1.5567,.001886328,.138,0,.15739155,0,0,0
0,0,0,3.6579,3.4156,1.1042,1.5567,.001886328,.138,0,.15739155,1,0,0
1,0,0,21.4896,4.296,1.5457,2.9318,.60735428,.26100001,0,1,1,1,0
1,1,0,10.7471,4.6003,1.7814,3.0598,.59896159,.26100001,0,1,0,1,0
1,1,0,10.7425,4.0347,1.3121,2.7984,.61575055,.26100001,0,1,0,1,0
0,0,0,21.9615,5.0094,1.7722,2.8059,.039009176,.26100001,0,1,1,1,0
0,0,0,21.5666,6.9182,1.889,5.0476,.11895709,.26100001,0,1,1,1,0
0,1,0,21.598,4.9175,1.9512,2.4158,.0060051857,.26100001,0,1,1,1,0
0,1,0,21.6235,4.7072,1.5354,2.275,.043244619,.26100001,0,1,1,1,0
0,1,0,21.8794,3.926,1.0576,2.0265,.019118439,.26100001,1,1,1,1,0
1,0,1,21.3637,4.4724,1.5967,2.6408,.6249339,.26100001,0,1,1,1,0
0,1,0,10.907,5.246,2.0236,2.9593,.016053909,.26100001,0,1,0,1,0
0,1,1,11.0545,4.6835,1.7065,2.6223,.061658148,.26100001,0,1,0,1,0
0,1,0,10.7252,7.942,2.2843,4.7801,.031356059,.26100001,0,1,0,0,0
1,1,0,21.4421,3.7169,1.7176,2.17,.66877311,.26100001,0,1,1,1,0
0,0,0,10.8414,5.9411,1.8307,5.3646,.2056192,.26100001,0,1,0,1,0
0,0,0,21.4723,5.1451,1.8819,2.5482,.1267214,.26100001,0,.99878603,1,1,0
0,1,0,21.4229,5.7934,2.1148,2.6623,.31402844,.26100001,0,.99680418,1,1,0
0,1,0,21.3746,6.2865,2.6041,3.3758,.036061496,.26100001,0,1,1,0,0
0,1,0,10.8843,4.6979,1.9522,2.1813,.035950866,.26100001,0,1,0,1,0
0,0,0,21.6776,5.5916,1.796,2.7077,.060495626,.26100001,0,.99662834,1,1,0
0,1,1,10.9507,3.8884,1.1897,2.0046,.0082734441,.26100001,1,1,0,1,0
0,0,1,21.3663,7.4706,2.3046,3.7832,.035602797,.26100001,0,1,1,0,0
0,1,1,21.3367,7.0598,1.7368,3.0857,.022632366,.26100001,0,.79886872,1,0,0
0,1,1,21.3086,7.6424,4.1669,3.7627,.010197761,.26100001,0,.94868869,1,0,0
1,0,0,10.702,4.5322,1.7864,2.666,.62373388,.26100001,0,1,0,1,0
0,0,1,21.3609,6.9607,2.4446,3.6518,.014517179,.26100001,0,.99539268,1,0,0
0,1,0,10.6617,4.4173,1.4087,2.6152,.62613845,.26100001,0,1,0,1,0
0,0,0,21.4142,7.1059,2.584,3.0906,.024530452,.26100001,0,.99746478,1,0,0
1,1,0,10.6711,4.3876,1.704,2.3957,.60284317,.26100001,0,1,0,1,0
0,0,1,21.4424,6.9171,2.4535,4.8149,.018351492,.26100001,0,.9969337,1,1,0
1,1,0,10.6955,4.1362,1.4378,2.2014,.59775609,.26100001,0,1,0,1,0
0,0,1,21.6748,5.3101,1.5407,3.6015,.14335541,.26100001,0,.99486595,1,1,0
0,1,0,21.523,6.2135,1.8173,2.7536,.058769688,.26100001,0,.97479856,1,1,0
0,1,0,21.3022,6.3378,2.2427,2.717,.007248078,.26100001,0,.86772895,1,0,0
1,1,0,10.7054,3.6016,1.6829,2.1192,.68608367,.26100001,0,1,0,1,0
0,0,1,21.5177,4.0146,1.2418,2.1405,.13315085,.26100001,0,.96040756,1,0,0
0,1,0,21.3614,5.1027,1.4236,2.3469,.032708529,.26100001,0,.77480292,1,0,0
0,0,1,21.3923,3.9879,1.2026,2.116,.057932064,.26100001,0,.75897706,1,1,0
0,0,1,10.6743,6.2407,1.8048,2.5843,.023739262,.26100001,0,.996454,0,1,0
0,0,0,21.2835,4.2955,1.4882,2.2094,.036056101,.26100001,0,.59365273,1,0,0
1,0,1,10.7486,5.2731,2.1257,2.8784,.60231102,.26100001,0,.99715203,0,1,0
0,1,1,21.2746,4.4371,.8607,2.0898,.010355071,.26100001,0,.6719352,1,0,0
0,0,0,21.5553,4.7294,1.6922,2.8185,.21259272,.26100001,0,1,1,1,0
0,0,0,21.4698,4.5519,1.5493,2.3201,.23567988,.26100001,0,.84537065,1,1,0
0,0,1,10.6561,6.2464,2.1971,3.3787,.037865635,.26100001,0,1,0,0,0
0,0,1,21.2541,7.6125,2.8264,3.4018,.013423291,.26100001,0,.96526659,1,0,0
0,1,0,10.7185,6.3328,3.016,3.3728,.034267854,.26100001,0,1,0,0,0
0,1,1,21.5803,5.8296,1.7414,2.6216,.079104558,.26100001,0,.98652196,1,1,0
0,1,0,10.8653,4.9795,1.6165,2.5387,.068355225,.26100001,0,.99506706,0,1,0
0,0,0,21.5461,5.0301,1.6722,2.3428,.1822975,.26100001,0,.96624815,1,1,0
0,1,0,10.8123,6.1244,2.0127,2.8386,.052597504,.26100001,1,.9980526,0,1,0
0,0,1,21.302,4.6785,1.6302,2.2612,.047587082,.26100001,0,.68650061,1,0,0
0,0,0,10.7534,6.1471,1.924,2.9665,.041038178,.26100001,0,1,0,0,0
0,1,1,21.3082,4.1926,1.1657,2.0695,.032841817,.26100001,0,.52204967,1,0,0
0,1,1,10.7288,5.9828,1.6896,2.8651,.014270002,.26100001,0,1,0,0,0
0,1,0,21.3739,3.503,1.0254,1.9793,.14264594,.26100001,0,.89849573,1,1,0
0,1,1,10.6972,6.6093,2.1046,3.757,.039019559,.26100001,0,1,0,0,0
0,1,0,21.2336,3.51,.9044,1.745,.025845831,.26100001,0,.48346141,1,1,0
0,1,0,21.4006,7.5367,2.6896,3.4702,.037886787,.26100001,0,.99805343,1,0,0
0,1,0,10.6893,7.1288,1.8019,3.2281,.022761079,.26100001,0,.89061195,0,0,0
0,1,0,21.1897,3.5666,1.2481,1.7619,.024738437,.26100001,0,.48638952,1,1,0
0,0,1,10.6474,7.0074,1.6596,2.9497,.022503147,.26100001,0,.7026754,0,0,0
0,0,0,10.6686,8.5786,3.5471,4.0551,.013338207,.26100001,0,.96849817,0,0,0
0,0,1,21.2971,3.9118,1.2213,2.0138,.096459143,.26100001,0,.6503005,1,0,0
0,1,1,10.64,6.9262,4.9987,3.4876,.0070488723,.26100001,0,.93077433,0,0,0
0,1,1,21.4745,3.3089,1.0892,1.9141,.13473189,.26100001,0,.84449804,1,1,0
0,1,0,10.6586,6.8026,2.527,3.4429,.010695589,.26100001,0,1,0,0,0
0,0,1,21.2432,4.6358,1.1915,2.2202,.025156286,.26100001,0,.56026739,1,0,0
0,0,0,10.7023,7.1006,2.3863,3.8813,.018323164,.26100001,0,.99048311,0,0,0
0,0,1,21.213,3.4105,1.0452,1.7192,.031391129,.26100001,0,.50787574,1,0,0
0,1,1,10.7105,7.6867,2.7963,3.1549,.022081135,.26100001,0,.99456537,0,0,0
0,1,1,21.1992,3.6706,1.2339,1.842,.015236424,.26100001,0,.48271072,1,0,0
0,1,0,10.7037,6.5809,2.4194,3.0241,.026981326,.26100001,0,1,0,1,0
0,1,0,21.3054,4.2172,1.3491,2.1767,.076088689,.26100001,0,.90532118,1,1,0
0,1,0,10.7926,5.3317,2.2216,3.2233,.022441301,.26100001,0,1,0,1,0
0,1,0,10.6498,10.1047,2.9167,6.0052,.01420684,.26100001,0,.99366659,0,1,0
0,1,0,21.2861,3.6485,1.0519,1.8965,.080968335,.26100001,0,.53004706,1,0,0
0,0,0,21.2512,2.9971,1.2879,1.6767,.056105066,.26100001,0,.48518014,1,1,0
0,1,0,10.778,5.6595,1.581,2.6304,.087910555,.26100001,0,.95998418,0,0,0
0,1,0,10.745,6.9246,2.6418,2.8759,.029539321,.26100001,0,.99138242,0,0,0
0,0,1,10.6528,5.5434,1.9186,2.4648,.0052756085,.26100001,0,.76684833,0,1,0
0,0,1,10.6494,7.2364,2.368,2.9608,.0092211766,.26100001,0,.97571594,0,0,0
0,0,0,10.7207,5.5223,2.2032,3.0227,.011706325,.26100001,0,1,0,0,0
0,0,0,10.7177,5.8405,2.4161,3.1244,.020321524,.26100001,0,1,0,1,0
1,0,1,10.8275,3.2935,1.1725,1.9324,.21486031,.26100001,0,.97099352,0,1,0
0,0,1,10.6902,4.8223,1.546,2.2866,.05039195,.26100001,0,.94892991,0,0,0
0,0,0,10.664,5.6301,2.1447,2.6166,.023152661,.26100001,0,.80701888,0,0,0
0,0,1,10.6974,4.5454,1.0947,2.0674,.042234562,.26100001,0,.7419796,0,0,0
0,1,1,10.6893,4.0719,1.254,2.0954,.029150646,.26100001,0,.71568948,0,1,0
0,1,1,10.703,3.8726,1.1863,2.1379,.086676635,.26100001,0,.80305064,0,1,0
0,1,1,10.6234,5.1511,1.9571,2.5565,.02957622,.26100001,0,.56658089,0,0,0
0,0,0,10.6601,3.5835,1.124,1.8561,.042513672,.26100001,0,.61982346,0,0,0
0,0,1,10.6305,5.1388,.9256,2.2092,.010855558,.26100001,0,.63512188,0,1,0
0,0,0,10.6441,3.8552,.802,1.9659,.0098552248,.26100001,0,.7049349,0,1,0
1,0,0,10.7493,4.8394,1.6836,3.9042,.4102686,.26100001,0,1,0,1,0
0,0,1,10.6955,4.3114,1.3288,2.1996,.20884484,.26100001,0,.73907906,0,1,0
0,1,0,10.7743,4.7977,1.7248,2.4656,.26231867,.26100001,0,.95713454,0,1,0
0,0,1,10.6083,7.5166,3.8684,2.9315,.0066363132,.26100001,0,.93736207,0,0,0
0,0,1,10.6458,7.7176,2.6365,3.9046,.020186365,.26100001,0,.98981875,0,0,0
0,1,0,10.8779,4.2974,1.461,2.2307,.12171467,.26100001,1,.99821734,0,1,0
0,1,1,10.7024,7.2154,2.7465,2.8038,.035795707,.26100001,0,.9752481,0,0,0
0,0,0,10.775,5.8609,2.0967,2.4522,.15006033,.26100001,0,.99312669,0,1,0
0,1,0,10.7711,4.1947,1.385,2.2101,.21454634,.26100001,0,.94132882,0,1,0
0,1,0,10.5963,4.8346,1.5751,2.2218,.013986014,.26100001,0,.38647729,0,0,0
0,1,1,10.7057,4.5147,1.6389,2.3059,.080844782,.26100001,0,.98974901,0,0,0
0,0,1,10.6486,4.2621,1.3061,2.1367,.041113388,.26100001,0,.44299668,0,0,0
0,0,1,10.6596,4.1186,.9305,1.9997,.024578784,.26100001,0,.60890108,0,0,0
0,0,1,10.5996,3.8184,1.3149,1.9403,.023953734,.26100001,0,.81041038,0,1,0
0,1,0,10.7743,3.1849,.9984,2.0331,.2594136,.26100001,0,.98425317,0,1,0
0,0,1,10.6172,3.5004,.9999,1.7828,.035225861,.26100001,0,.55722785,0,0,0
0,0,1,10.6164,3.5189,.6840000000000001,1.708,.016465092,.26100001,0,.40983716,0,0,0
0,0,1,10.703,6.8857,1.9312,3.255,.025254602,.26100001,0,.99598712,0,0,0
0,0,1,10.6976,8.269500000000001,3.0885,3.6836,.050525352,.26100001,0,.99994957,0,0,0
0,1,0,10.6069,3.6702,1.2267,1.8232,.026841018,.26100001,0,.419204,0,0,0
0,0,0,10.5828,3.4762,1.2734,1.7011,.02263106,.26100001,0,.55524063,0,1,0
0,0,0,10.5995,5.1981,1.5232,2.5645,.035784706,.26100001,0,.7305634,0,0,0
0,1,0,10.6822,3.5342,1.0714,2.0286,.14942615,.26100001,0,.81345254,0,1,0
0,0,1,10.6149,4.3837,1.7197,2.0006,.043156318,.26100001,0,.46518207,0,0,0
0,1,0,10.7836,2.9725,1.1292,1.9447,.15965912,.26100001,0,.98522449,0,1,0
0,1,0,10.6909,3.6569,1.0291,1.8892,.10958853,.26100001,0,.70529199,0,0,0
0,1,0,10.6369,4.3618,1.4721,2.1497,.023315065,.26100001,0,.5381453,0,0,0
0,0,1,10.6063,4.9215,.9772,2.2888,.027002819,.26100001,0,.58305264,0,0,0
0,1,1,10.5817,3.2446,1.2444,1.6637,.0026744278,.26100001,0,.45881522,0,0,0
0,0,0,10.5872,3.507,1.5603,1.7683,.015518739,.26100001,0,.39277837,0,0,0
0,1,0,10.612,3.8527,.9298,1.9163,.014954768,.26100001,0,.57778639,0,0,0
0,1,1,10.643,3.8293,1.1769,1.9803,.083049886,.26100001,0,.87080705,0,1,0
0,1,0,10.6624,4.7097,1.5428,2.3731,.069140159,.26100001,0,.94139016,0,1,0
0,0,0,10.6813,3.6864,1.3272,2.0451,.11490174,.26100001,0,.98614991,0,1,0
0,1,0,10.6792,3.0416,1.1141,1.7393,.094660647,.26100001,0,.53512806,0,0,0
0,0,1,10.6069,4.3027,.9715,2.0444,.067182682,.26100001,0,.524445,0,1,0
0,0,1,10.6195,3.0561,1.2942,1.6983,.017326616,.26100001,0,.62000042,0,1,0
0,0,0,10.6317,2.9216,1.2868,1.6532,.094839022,.26100001,0,.35073143,0,1,0
0,0,0,2.1824,3.0448,1.0829,1.4918,.0085227266,.125,0,.53918427,0,1,0
0,1,0,6.774,3.6242,1.2108,1.6972,.024475938,.125,0,.35020161,1,0,0
0,1,0,2.0623,3.4073,1.1369,1.7587,.01401348,.125,0,.37179917,0,1,0
0,0,1,2.1625,2.5318,1.5664,1.6356,.032832369,.125,0,.8993088,0,1,0
0,0,1,6.9226,4.7445,1.796,2.1446,.02148037,.125,0,.37119916,1,1,0
0,0,0,2.1198,3.2817,1.0408,1.6618,.019954713,.125,0,.26617211,0,1,0
1,0,0,6.8173,3.0125,1.386,1.8432,.51014334,.125,0,.99347651,1,1,0
0,0,0,2.2459,3.4848,.7334000000000001,1.7831,.024177389,.125,0,.80082726,0,1,0
0,0,1,7.091,4.6977,1.7649,2.1622,.14854041,.125,0,.88143229,1,1,0
0,1,0,2.2486,5.1346,1.7379,2.2988,.013386106,.125,0,.38336694,0,0,0
0,0,0,7.1088,3.3091,1.1781,1.7872,.10979349,.125,0,.97348052,1,1,0
0,0,1,2.1917,3.0859,1.1746,1.5862,.055162657,.125,0,.53997517,0,0,0
